,employee,companyAlias,commentId,likes,dislikes,commentDate,carac
25887,79,57908a2622881200033b34d7,5893cbee9af4de000405b644,1,0,2017-02-03 01:16:33,39
25888,18,57908a2622881200033b34d7,589378709af4de000405b627,0,0,2017-02-02 19:20:21,6
25889,18,57908a2622881200033b34d7,589378709af4de000405b626,0,0,2017-02-02 19:20:01,7
25890,32,57908a2622881200033b34d7,589375209af4de000405b622,2,1,2017-02-02 19:05:49,60
25891,32,57908a2622881200033b34d7,589375209af4de000405b621,0,0,2017-02-02 19:05:01,83
25892,32,57908a2622881200033b34d7,589375209af4de000405b620,2,0,2017-02-02 19:04:55,28
25893,38,57908a2622881200033b34d7,58936d5cb8b92f0004c3d472,1,0,2017-02-02 18:33:01,33
25894,38,57908a2622881200033b34d7,58936d5cb8b92f0004c3d471,2,0,2017-02-02 18:30:46,192
25895,33,57908a2622881200033b34d7,58932941b8b92f0004c3d443,0,1,2017-02-02 13:42:15,48
25896,33,57908a2622881200033b34d7,58932941b8b92f0004c3d442,0,0,2017-02-02 13:42:03,31
25897,36,57908a2622881200033b34d7,5892f2b3b8b92f0004c3d420,0,0,2017-02-02 09:49:23,8
25898,79,57908a2622881200033b34d7,589274bbe17cc3000411f95e,1,0,2017-02-02 00:51:55,81
25899,79,57908a2622881200033b34d7,58920bece17cc3000411f91f,3,0,2017-02-01 17:24:08,170
25900,79,57908a2622881200033b34d7,58920bece17cc3000411f91e,1,0,2017-02-01 17:24:06,60
25901,79,57908a2622881200033b34d7,58920bece17cc3000411f91d,1,0,2017-02-01 17:23:12,46
25902,79,57908a2622881200033b34d7,58920bece17cc3000411f91c,0,0,2017-02-01 17:23:05,94
25903,2,57908a2622881200033b34d7,5891c1cae17cc3000411f8f5,0,0,2017-02-01 12:08:54,18
25904,38,57908a2622881200033b34d7,5891b99fe17cc3000411f8f2,1,0,2017-02-01 11:33:43,24
25905,38,57908a2622881200033b34d7,5891b99fe17cc3000411f8f1,1,0,2017-02-01 11:33:39,105
25906,39,57908a2622881200033b34d7,5891b079e17cc3000411f8ea,0,0,2017-02-01 10:54:26,67
25907,38,57908a2622881200033b34d7,5890ca3e71ca13000422b820,1,0,2017-01-31 18:30:48,38
25908,39,57908a2622881200033b34d7,5890be6471ca13000422b817,1,0,2017-01-31 17:41:27,38
25909,39,57908a2622881200033b34d7,5890be6471ca13000422b816,0,0,2017-01-31 17:40:55,53
25910,39,57908a2622881200033b34d7,5890be6471ca13000422b815,0,0,2017-01-31 17:40:46,30
25911,8,57908a2622881200033b34d7,5890b00c71ca13000422b80d,1,0,2017-01-31 16:40:40,29
25912,8,57908a2622881200033b34d7,58905ef271ca13000422b7d1,0,1,2017-01-31 10:54:37,64
25913,9,57908a2622881200033b34d7,58905c0771ca13000422b7ce,0,0,2017-01-31 10:42:13,36
25914,36,57908a2622881200033b34d7,58905bdc71ca13000422b7cd,0,0,2017-01-31 10:41:15,7
25915,8,57908a2622881200033b34d7,588f862ab8d37c0004ece7dc,1,0,2017-01-30 19:29:40,62
25916,38,57908a2622881200033b34d7,588f7b02b8d37c0004ece7c7,0,0,2017-01-30 18:42:10,33
25917,8,57908a2622881200033b34d7,588f31cfb8d37c0004ece78e,0,1,2017-01-30 13:29:42,50
25918,38,57908a2622881200033b34d7,588d1a770a3ebf00047c705d,0,0,2017-01-28 23:25:40,34
25919,32,57908a2622881200033b34d7,588c08230a3ebf00047c7034,0,0,2017-01-28 03:54:46,13
25920,9,57908a2622881200033b34d7,588b6ae90bc6240004df8230,0,0,2017-01-27 16:44:27,10
25921,8,57908a2622881200033b34d7,588b569e0bc6240004df8226,1,0,2017-01-27 15:15:28,27
25922,38,57908a2622881200033b34d7,588b367a0bc6240004df81fe,1,0,2017-01-27 13:00:44,40
25923,38,57908a2622881200033b34d7,588b367a0bc6240004df81fd,1,0,2017-01-27 13:00:20,9
25924,8,57908a2622881200033b34d7,588b29960bc6240004df81f1,0,0,2017-01-27 12:05:52,11
25925,8,57908a2622881200033b34d7,588b23870bc6240004df81e8,0,0,2017-01-27 11:39:43,45
25926,8,57908a2622881200033b34d7,588b04990bc6240004df81c7,1,0,2017-01-27 09:27:51,48
25927,9,57908a2622881200033b34d7,588a6765fdcd9b0004f2c95d,1,0,2017-01-26 22:17:02,50
25928,18,57908a2622881200033b34d7,588a2ed4fdcd9b0004f2c93d,2,0,2017-01-26 18:16:01,14
25929,38,57908a2622881200033b34d7,588a2c06fdcd9b0004f2c938,1,0,2017-01-26 18:02:51,143
25930,36,57908a2622881200033b34d7,5889d08bfdcd9b0004f2c8ff,0,3,2017-01-26 11:32:12,8
25931,8,57908a2622881200033b34d7,5889c0bffdcd9b0004f2c8f5,0,1,2017-01-26 10:25:52,25
25932,8,57908a2622881200033b34d7,5889c0bffdcd9b0004f2c8f4,1,0,2017-01-26 10:25:46,40
25933,8,57908a2622881200033b34d7,5889b6aefdcd9b0004f2c8f0,1,0,2017-01-26 09:43:06,29
25934,8,57908a2622881200033b34d7,5889b6aefdcd9b0004f2c8ef,0,1,2017-01-26 09:43:00,42
25935,18,57908a2622881200033b34d7,5888d781293a9900042b1203,2,0,2017-01-25 17:51:08,10
25936,18,57908a2622881200033b34d7,5888d781293a9900042b1202,0,0,2017-01-25 17:50:51,11
25937,9,57908a2622881200033b34d7,5888a04024448e000418a05c,1,0,2017-01-25 13:55:01,34
25938,38,57908a2622881200033b34d7,588891e224448e000418a051,2,0,2017-01-25 12:53:44,51
25939,18,57908a2622881200033b34d7,5888681b24448e000418a02d,0,0,2017-01-25 09:55:48,8
25940,18,57908a2622881200033b34d7,5888681b24448e000418a02c,0,0,2017-01-25 09:55:42,4
25941,38,57908a2622881200033b34d7,588788c824448e0004189fcf,2,0,2017-01-24 18:00:38,183
25942,8,57908a2622881200033b34d7,588784ce24448e0004189fcc,0,1,2017-01-24 17:45:51,45
25943,8,57908a2622881200033b34d7,588756d7dcdace0004ff99ee,0,0,2017-01-24 14:29:43,13
25944,8,57908a2622881200033b34d7,5887297cdcdace0004ff99d6,1,0,2017-01-24 11:15:29,12
25945,9,57908a2622881200033b34d7,58860c1c751222000420e1a8,1,0,2017-01-23 14:57:41,192
25946,37,57908a2622881200033b34d7,58825b2b6f31e700046fe2e2,0,1,2017-01-20 19:46:57,11
25947,37,57908a2622881200033b34d7,5880f8ce0e677f0004390b07,1,0,2017-01-19 18:34:40,54
25948,9,57908a2622881200033b34d7,587fb4afe6b4fd00049bd02d,2,0,2017-01-18 19:31:36,111
25949,37,57908a2622881200033b34d7,587face7e6b4fd00049bd027,0,0,2017-01-18 18:58:11,55
25950,8,57908a2622881200033b34d7,587f4424e6b4fd00049bcfcd,0,0,2017-01-18 11:31:31,25
25951,36,57908a2622881200033b34d7,587e27ba67b1e000049a2bc8,0,2,2017-01-17 15:18:26,7
25952,37,57908a2622881200033b34d7,587e075967b1e000049a2bbf,0,0,2017-01-17 13:00:10,22
25953,8,57908a2622881200033b34d7,587cb5cd5a5d5d00047d3529,0,1,2017-01-16 12:59:53,43
25954,8,57908a2622881200033b34d7,587765141f005a0004f477d7,2,0,2017-01-12 12:14:09,24
25955,1,57908a2622881200033b34d7,587684eb5222890004d9d3c6,0,0,2017-01-11 20:17:57,1
25956,9,57908a2622881200033b34d7,587656fc5222890004d9d38c,3,1,2017-01-11 17:01:45,33
25957,8,57908a2622881200033b34d7,58763ce35222890004d9d36f,2,1,2017-01-11 15:10:27,46
25958,36,57908a2622881200033b34d7,5875fc425222890004d9d34a,1,1,2017-01-11 10:34:49,8
25959,36,57908a2622881200033b34d7,5874c4878f38200004da9011,0,0,2017-01-10 12:24:44,12
25960,79,57908a2622881200033b34d7,58722d52d47fef0004533f3c,1,0,2017-01-08 13:15:12,6
25961,79,57908a2622881200033b34d7,586cd7f8bfcc120004bd0657,0,0,2017-01-04 12:09:33,52
25962,8,57908a2622881200033b34d7,586b7920327a0000042e0249,1,0,2017-01-03 11:12:36,16
25963,8,57908a2622881200033b34d7,58666aed1337d30004e77f3f,2,0,2016-12-30 15:10:44,23
25964,79,57908a2622881200033b34d7,5865a5f91337d30004e77f11,3,0,2016-12-30 01:10:16,25
25965,32,57908a2622881200033b34d7,5863a83a5de454000437bf27,1,2,2016-12-28 12:55:09,23
25966,32,57908a2622881200033b34d7,5862d3c21bb5600004a141f4,3,0,2016-12-27 21:48:09,30
25967,9,57908a2622881200033b34d7,585c0ba2ac0fe00004b24d0b,2,1,2016-12-22 18:21:25,18
25968,9,57908a2622881200033b34d7,585828820270cc0004666c66,1,2,2016-12-19 19:35:04,49
25969,8,57908a2622881200033b34d7,585798b20270cc0004666bdb,0,1,2016-12-19 09:21:51,35
25970,8,57908a2622881200033b34d7,5856e687ffc781000436655d,0,0,2016-12-18 20:41:48,19
25971,8,57908a2622881200033b34d7,5855324ffb14780004332631,0,0,2016-12-17 13:40:38,27
25972,8,57908a2622881200033b34d7,58552361fb1478000433262b,0,0,2016-12-17 12:36:50,41
25973,8,57908a2622881200033b34d7,58552307fb1478000433262a,1,0,2016-12-17 12:34:22,78
25976,3,57908a2622881200033b34d7,58531b57f9ca6e0004b3885f,0,0,2016-12-15 23:36:19,99
25977,30,57908a2622881200033b34d7,5852d390c8a2da000497c3b1,2,0,2016-12-15 18:31:04,101
25978,9,57908a2622881200033b34d7,5852d33cc8a2da000497c3ab,3,0,2016-12-15 18:30:25,22
25979,8,57908a2622881200033b34d7,5852607fc8a2da000497c358,0,1,2016-12-15 10:20:43,14
25980,9,57908a2622881200033b34d7,585181d5b248430004538f5b,1,0,2016-12-14 18:30:44,38
25981,18,57908a2622881200033b34d7,58517634b248430004538f53,0,0,2016-12-14 17:40:06,33
25982,9,57908a2622881200033b34d7,585030780b45f50004cb1c67,0,0,2016-12-13 18:31:26,27
25983,8,57908a2622881200033b34d7,584edf17f6fc9f0004f2b93e,0,0,2016-12-12 18:31:58,32
25984,8,57908a2622881200033b34d7,584edf16f6fc9f0004f2b93d,0,0,2016-12-12 18:31:30,42
25985,34,57908a2622881200033b34d7,584ae51a3c13f70004693029,0,0,2016-12-09 18:08:30,35
25986,79,57908a2622881200033b34d7,584ac56d3c13f70004693018,0,0,2016-12-09 15:53:24,44
25987,1,57908a2622881200033b34d7,584a99c13c13f70004692ffd,0,0,2016-12-09 12:46:23,80
25988,34,57908a2622881200033b34d7,5849d7eb51ff36000466e2df,0,0,2016-12-08 22:59:57,54
25989,9,57908a2622881200033b34d7,58499e27b184ed0004052c24,0,0,2016-12-08 18:53:23,47
25990,8,57908a2622881200033b34d7,584990f3b184ed0004052c1b,1,0,2016-12-08 17:57:14,19
25991,8,57908a2622881200033b34d7,5848277cf77d9e00047003dd,1,0,2016-12-07 16:14:47,52
25992,79,57908a2622881200033b34d7,584682131c11da000456a123,2,0,2016-12-06 10:16:59,26
25993,17,57908a2622881200033b34d7,584543f9f1b75a000477c7fb,0,1,2016-12-05 11:39:33,10
25994,1,57908a2622881200033b34d7,5844508497d305000430c359,3,0,2016-12-04 18:20:21,106
25995,30,57908a2622881200033b34d7,584423c797d305000430c351,0,1,2016-12-04 15:09:42,41
25996,9,57908a2622881200033b34d7,58432ba44aa98d0004eb5416,1,0,2016-12-03 21:31:19,12
25997,9,57908a2622881200033b34d7,5841aff80176d500049f9410,1,0,2016-12-02 18:30:44,40
25998,17,57908a2622881200033b34d7,584144b90176d500049f93aa,1,0,2016-12-02 10:53:36,27
25999,17,57908a2622881200033b34d7,584144b90176d500049f93a9,0,0,2016-12-02 10:53:10,5
26000,17,57908a2622881200033b34d7,584144b90176d500049f93a8,0,0,2016-12-02 10:53:02,5
26001,17,57908a2622881200033b34d7,584144b90176d500049f93a7,0,0,2016-12-02 10:52:41,7
26002,1,57908a2622881200033b34d7,583f3a0a79244000040dd4a3,0,0,2016-11-30 21:43:51,2
26003,8,57908a2622881200033b34d7,583eb6b03fd34b0004f446e2,0,1,2016-11-30 12:22:59,107
26004,9,57908a2622881200033b34d7,583ea62e3fd34b0004f446d6,0,1,2016-11-30 11:12:50,24
26005,9,57908a2622881200033b34d7,583e7e9e3fd34b0004f446a7,1,1,2016-11-30 08:23:57,31
26006,33,57908a2622881200033b34d7,583df72c3fd34b0004f44683,0,0,2016-11-29 22:46:02,16
26007,18,57908a2622881200033b34d7,583d9c647167c100045f7480,0,0,2016-11-29 16:18:56,7
26008,8,57908a2622881200033b34d7,583d9c657167c100045f7481,0,0,2016-11-29 16:18:55,16
26009,18,57908a2622881200033b34d7,583d9c647167c100045f747f,0,0,2016-11-29 16:18:25,27
26010,33,57908a2622881200033b34d7,583d69f87167c100045f744b,2,0,2016-11-29 12:43:38,15
26011,33,57908a2622881200033b34d7,583d69f87167c100045f744a,0,0,2016-11-29 12:43:18,8
26012,3,57908a2622881200033b34d7,583d5c697167c100045f743c,0,0,2016-11-29 11:45:39,12
26013,1,57908a2622881200033b34d7,583d36ee7167c100045f7419,2,0,2016-11-29 09:05:57,67
26014,32,57908a2622881200033b34d7,583d08207167c100045f73f9,0,0,2016-11-29 05:46:01,9
26015,9,57908a2622881200033b34d7,583c93e17167c100045f73c6,1,0,2016-11-28 21:30:10,51
26016,18,57908a2622881200033b34d7,583c5cfc0856c50004ae58cb,0,0,2016-11-28 17:35:58,46
26017,8,57908a2622881200033b34d7,583bfaea0856c50004ae5870,1,0,2016-11-28 10:37:32,46
26018,8,57908a2622881200033b34d7,583bfaea0856c50004ae586f,1,0,2016-11-28 10:37:19,24
26019,8,57908a2622881200033b34d7,583bfaea0856c50004ae586e,0,0,2016-11-28 10:37:15,69
26020,1,57908a2622881200033b34d7,583aa82721094900044f1ed6,0,0,2016-11-27 10:32:11,22
26021,1,57908a2622881200033b34d7,583aa82721094900044f1ed5,0,0,2016-11-27 10:32:02,10
26022,3,57908a2622881200033b34d7,5838148f8e84e80004db6488,1,0,2016-11-25 11:37:08,97
26023,17,57908a2622881200033b34d7,583808968e84e80004db647b,0,1,2016-11-25 10:46:52,10
26024,3,57908a2622881200033b34d7,5837216d8d0b080004eb228e,1,0,2016-11-24 18:19:21,72
26025,9,57908a2622881200033b34d7,5836beee8d0b080004eb223d,2,0,2016-11-24 11:20:04,79
26026,1,57908a2622881200033b34d7,5834c0d6999ea100049a6251,1,0,2016-11-22 23:04:01,11
26027,8,57908a2622881200033b34d7,5833ff767bfced000435e046,1,0,2016-11-22 09:18:54,20
26028,8,57908a2622881200033b34d7,58303902c79a6b000474fe47,1,0,2016-11-19 12:35:17,42
26029,79,57908a2622881200033b34d7,582f4b65c7ed0b00046e0d3e,0,1,2016-11-18 19:41:44,5
26030,8,57908a2622881200033b34d7,582ef4f9c7ed0b00046e0cf7,0,0,2016-11-18 13:32:32,45
26031,30,57908a2622881200033b34d7,582ee2dcc7ed0b00046e0cea,0,0,2016-11-18 12:15:19,39
26032,9,57908a2622881200033b34d7,582d9510711de1000488b204,1,0,2016-11-17 12:31:16,29
26033,8,57908a2622881200033b34d7,582d6ba8711de1000488b1e9,1,0,2016-11-17 09:34:09,21
26034,8,57908a2622881200033b34d7,582caeafe9b94200045ad730,0,0,2016-11-16 20:08:11,26
26035,18,57908a2622881200033b34d7,582c8500e9b94200045ad703,1,0,2016-11-16 17:10:17,23
26036,1,57908a2622881200033b34d7,582b847d6142d1000492fe1f,3,0,2016-11-15 22:55:57,51
26037,9,57908a2622881200033b34d7,5825a457c1a6e600049ba211,1,1,2016-11-11 11:58:11,15
26038,8,57908a2622881200033b34d7,58257cbdc1a6e600049ba1f7,1,0,2016-11-11 09:09:21,44
26039,8,57908a2622881200033b34d7,5824ff45c1a6e600049ba1cd,0,0,2016-11-11 00:14:05,23
26040,9,57908a2622881200033b34d7,5824ad2e936b910004b12fb2,0,0,2016-11-10 18:23:50,22
26041,3,57908a2622881200033b34d7,58245a70936b910004b12f6e,0,0,2016-11-10 12:25:47,149
26042,8,57908a2622881200033b34d7,5823623a0946550004f5ff9e,0,1,2016-11-09 18:51:20,36
26043,1,57908a2622881200033b34d7,58235e8b0946550004f5ff96,1,1,2016-11-09 18:35:34,80
26044,18,57908a2622881200033b34d7,582232c07f652700041da2b7,1,0,2016-11-08 21:16:41,15
26045,8,57908a2622881200033b34d7,5821e4b17f652700041da26e,0,0,2016-11-08 15:43:47,27
26046,8,57908a2622881200033b34d7,5821e4b17f652700041da26d,0,0,2016-11-08 15:43:43,65
26047,1,57908a2622881200033b34d7,5821c47a7f652700041da25c,0,0,2016-11-08 13:26:26,19
26048,1,57908a2622881200033b34d7,5821c47a7f652700041da25b,1,0,2016-11-08 13:26:23,16
26049,1,57908a2622881200033b34d7,5821c44a7f652700041da25a,0,0,2016-11-08 13:25:34,18
26050,1,57908a2622881200033b34d7,5821c44a7f652700041da259,1,0,2016-11-08 13:25:21,18
26051,8,57908a2622881200033b34d7,5821c3027f652700041da257,0,0,2016-11-08 13:19:52,87
26052,8,57908a2622881200033b34d7,5821c3027f652700041da256,1,0,2016-11-08 13:19:38,69
26053,8,57908a2622881200033b34d7,5821c29f7f652700041da255,0,0,2016-11-08 13:18:20,73
26054,8,57908a2622881200033b34d7,58218b48d6cf9b0003df5ed6,0,0,2016-11-08 09:22:23,9
26055,18,57908a2622881200033b34d7,5820ab69d6cf9b0003df5df8,0,0,2016-11-07 17:26:00,23
26056,8,57908a2622881200033b34d7,582050e5d6cf9b0003df5d77,0,0,2016-11-07 11:00:54,19
26057,9,57908a2622881200033b34d7,582042b3d6cf9b0003df5d65,1,0,2016-11-07 09:59:43,53
26058,8,57908a2622881200033b34d7,581c9a992d809b0003d32e1e,1,1,2016-11-04 15:26:04,46
26059,1,57908a2622881200033b34d7,581c7f552d809b0003d32dee,0,1,2016-11-04 13:30:08,11
26060,2,57908a2622881200033b34d7,581c76bc2d809b0003d32dd3,0,0,2016-11-04 12:53:10,19
26061,8,57908a2622881200033b34d7,581c533c2d809b0003d32da6,0,1,2016-11-04 10:21:47,15
26062,9,57908a2622881200033b34d7,581c41a82d809b0003d32d97,0,1,2016-11-04 09:06:21,59
26063,9,57908a2622881200033b34d7,581c41a82d809b0003d32d96,0,0,2016-11-04 09:05:28,53
26064,1,57908a2622881200033b34d7,581b50c31a0ef8000308af3b,2,0,2016-11-03 15:57:38,257
26065,1,57908a2622881200033b34d7,581b50c31a0ef8000308af3a,0,0,2016-11-03 15:57:29,18
26066,17,57908a2622881200033b34d7,581b3c131a0ef8000308af24,1,0,2016-11-03 14:30:46,15
26067,17,57908a2622881200033b34d7,581b3c121a0ef8000308af23,0,0,2016-11-03 14:30:19,47
26068,8,57908a2622881200033b34d7,581b00121a0ef8000308aeec,1,1,2016-11-03 10:14:43,16
26069,9,57908a2622881200033b34d7,581aeff71a0ef8000308aee2,0,0,2016-11-03 09:05:34,75
26070,9,57908a2622881200033b34d7,5819f4ba2beb8b0003d3ff75,3,0,2016-11-02 15:13:51,74
26071,79,57908a2622881200033b34d7,5818df34e230f800031adf43,0,0,2016-11-01 19:30:10,5
26072,8,57908a2622881200033b34d7,58186ae791e0320003be0e35,1,0,2016-11-01 11:13:51,17
26073,8,57908a2622881200033b34d7,5817800191e0320003be0de8,0,1,2016-10-31 18:31:35,30
26074,1,57908a2622881200033b34d7,58125eed5638020003a52db0,1,0,2016-10-27 22:09:01,16
26075,8,57908a2622881200033b34d7,5811c9755638020003a52cf2,0,0,2016-10-27 11:31:25,15
26076,9,57908a2622881200033b34d7,581144ec06f4880003f9f4df,1,0,2016-10-27 02:05:46,46
26077,30,57908a2622881200033b34d7,5810e61606f4880003f9f4be,1,0,2016-10-26 19:16:12,110
26080,1,57908a2622881200033b34d7,5810af6506f4880003f9f47b,0,0,2016-10-26 15:27:47,33
26081,1,57908a2622881200033b34d7,580f12f43443620003f468c4,0,0,2016-10-25 10:08:05,40
26083,8,57908a2622881200033b34d7,580ddc4e4c91830003b409ec,0,0,2016-10-24 12:02:43,16
26084,8,57908a2622881200033b34d7,580a00f8ff2ea40003fda484,2,0,2016-10-21 13:49:53,66
26085,3,57908a2622881200033b34d7,580795615c30e30003136b32,4,0,2016-10-19 17:38:20,503
26086,8,57908a2622881200033b34d7,58074be45c30e30003136aff,2,1,2016-10-19 12:32:47,33
26087,1,57908a2622881200033b34d7,58072a2d5c30e30003136aeb,0,1,2016-10-19 10:08:40,60
26088,9,57908a2622881200033b34d7,580726e95c30e30003136ae7,4,0,2016-10-19 09:54:50,30
26089,2,57908a2622881200033b34d7,5805f156abf8410003aff846,0,0,2016-10-18 11:54:23,7
26090,8,57908a2622881200033b34d7,5804981350e4280003e62a9e,1,1,2016-10-17 11:21:01,81
26091,9,57908a2622881200033b34d7,5801f734f4478e00038f7a4a,3,0,2016-10-15 11:30:01,123
26092,8,57908a2622881200033b34d7,5801e684f4478e00038f7a44,0,1,2016-10-15 10:19:07,28
26093,8,57908a2622881200033b34d7,58012f42ca885500035866af,0,0,2016-10-14 21:16:49,15
26094,1,57908a2622881200033b34d7,58008e7c7c678600038e10dd,0,0,2016-10-14 09:51:11,40
26095,8,57908a2622881200033b34d7,57ff71d05015670003f6b0f8,0,0,2016-10-13 13:36:32,15
26096,23,57908a2622881200033b34d7,57fee41bc5e7ba000369c249,0,0,2016-10-13 03:31:00,70
26097,1,57908a2622881200033b34d7,57fdf29f5233c30003116788,1,0,2016-10-12 10:21:21,53
26098,23,57908a2622881200033b34d7,57fd4d2012cdbd000396e3a3,0,0,2016-10-11 22:35:37,66
26099,1,57908a2622881200033b34d7,57fcd47112cdbd000396e2e4,0,0,2016-10-11 14:00:42,19
26100,9,57908a2622881200033b34d7,57fc904c12cdbd000396e281,1,0,2016-10-11 09:09:32,32
26101,3,57908a2622881200033b34d7,57f770e4e308980003c28673,1,0,2016-10-07 11:54:16,22
26104,1,57908a2622881200033b34d7,57f64f4a44892f00033aa15b,0,0,2016-10-06 15:18:52,7
26105,8,57908a2622881200033b34d7,57f615f544892f00033aa12b,1,0,2016-10-06 11:13:49,45
26106,3,57908a2622881200033b34d7,57f614f444892f00033aa129,1,0,2016-10-06 11:08:52,154
26107,3,57908a2622881200033b34d7,57f614f444892f00033aa128,0,0,2016-10-06 11:08:26,22
26109,8,57908a2622881200033b34d7,57f51c4cd3470000035f6143,0,0,2016-10-05 17:28:48,33
26110,3,57908a2622881200033b34d7,57f3cef3a77ea50003a5539f,0,0,2016-10-04 17:46:44,15
26111,8,57908a2622881200033b34d7,57f38d59a77ea50003a55370,1,0,2016-10-04 13:06:50,47
26113,9,57908a2622881200033b34d7,57f2481c07dfc90003b6f8d0,1,0,2016-10-03 13:58:58,24
26114,9,57908a2622881200033b34d7,57f22ee007dfc90003b6f8bc,0,0,2016-10-03 12:11:24,44
26115,3,57908a2622881200033b34d7,57f2274a78ca7c00038ee430,1,0,2016-10-03 11:36:06,172
26117,79,57908a2622881200033b34d7,57ee81a9e8af3a00038fcec1,2,0,2016-09-30 17:15:38,17
26118,9,57908a2622881200033b34d7,57ee68cee8af3a00038fceb0,2,0,2016-09-30 15:29:25,38
26119,9,57908a2622881200033b34d7,57ee492ce8af3a00038fce9a,0,1,2016-09-30 13:14:17,37
26120,1,57908a2622881200033b34d7,57ed77bcd8f22d00035bd241,0,1,2016-09-29 22:20:26,10
26121,79,57908a2622881200033b34d7,57ed29e1d8f22d00035bd209,3,0,2016-09-29 16:48:41,83
26123,3,57908a2622881200033b34d7,57ebb3b1a3f5a4000311c1d9,2,0,2016-09-28 14:08:58,243
26125,15,57908a2622881200033b34d7,57ea3c7ebad95d00030858f9,0,1,2016-09-27 11:31:20,83
26127,9,57908a2622881200033b34d7,57e69e4780162d00036517d0,1,0,2016-09-24 17:38:14,89
26128,9,57908a2622881200033b34d7,57e69dc980162d00036517cf,0,1,2016-09-24 17:35:19,108
26129,9,57908a2622881200033b34d7,57e697eb80162d00036517cc,1,0,2016-09-24 17:11:13,71
26130,9,57908a2622881200033b34d7,57e697eb80162d00036517cb,0,0,2016-09-24 17:10:07,80
26131,9,57908a2622881200033b34d7,57e6972780162d00036517ca,1,0,2016-09-24 17:05:45,120
26132,9,57908a2622881200033b34d7,57e6960580162d00036517c9,1,0,2016-09-24 17:01:39,92
26133,8,57908a2622881200033b34d7,57e51ad86d641600035db890,0,1,2016-09-23 14:06:28,34
26135,3,57908a2622881200033b34d7,57e2680b9230820003af1518,1,0,2016-09-21 12:57:59,33
26136,8,57908a2622881200033b34d7,57e23ec89230820003af14fc,0,0,2016-09-21 10:02:54,41
26137,9,57908a2622881200033b34d7,57e237a59230820003af14f6,2,0,2016-09-21 09:32:12,56
26138,8,57908a2622881200033b34d7,57e233dc9230820003af14f1,2,1,2016-09-21 09:14:22,543
26141,15,57908a2622881200033b34d7,57e1702ddbf1190003417061,0,0,2016-09-20 19:21:19,15
26142,15,57908a2622881200033b34d7,57e1702ddbf1190003417060,0,0,2016-09-20 19:21:05,15
26143,8,57908a2622881200033b34d7,57e0fcaddbf119000341700e,0,0,2016-09-20 11:08:37,68
26144,8,57908a2622881200033b34d7,57e0110d838c0d0003e2ac2e,1,0,2016-09-19 18:21:14,19
26145,17,57908a2622881200033b34d7,57dfec45838c0d0003e2ac22,0,0,2016-09-19 15:46:33,10
26146,2,57908a2622881200033b34d7,57dd4cc04018d9000339cb93,0,0,2016-09-17 16:01:31,16
26147,3,57908a2622881200033b34d7,57dc36998dd88400037b80f2,0,0,2016-09-16 20:14:02,99
26148,2,57908a2622881200033b34d7,57dc26e38dd88400037b80ed,0,0,2016-09-16 19:07:27,9
26149,8,57908a2622881200033b34d7,57dc13ab8dd88400037b80dc,0,0,2016-09-16 17:45:21,29
26150,8,57908a2622881200033b34d7,57dc13ab8dd88400037b80db,1,0,2016-09-16 17:45:17,67
26153,8,57908a2622881200033b34d7,57dadb1a26484e0003fbbcd0,0,0,2016-09-15 19:27:34,7
26154,9,57908a2622881200033b34d7,57d926d02a040a00036a88f3,1,0,2016-09-14 12:30:29,30
26155,9,57908a2622881200033b34d7,57d926d02a040a00036a88f1,0,0,2016-09-14 12:30:05,16
26156,3,57908a2622881200033b34d7,57d925ca2a040a00036a88f0,1,0,2016-09-14 12:25:12,112
26157,3,57908a2622881200033b34d7,57d925ca2a040a00036a88ef,1,0,2016-09-14 12:24:29,77
26158,3,57908a2622881200033b34d7,57d925ca2a040a00036a88ee,1,0,2016-09-14 12:24:18,33
26159,9,57908a2622881200033b34d7,57d9228c2a040a00036a88eb,0,0,2016-09-14 12:12:16,19
26160,8,57908a2622881200033b34d7,57d922042a040a00036a88e8,0,0,2016-09-14 12:09:47,54
26162,8,57908a2622881200033b34d7,57d6da647793290003d3df99,0,0,2016-09-12 18:39:55,12
26163,8,57908a2622881200033b34d7,57d673be7793290003d3df3c,1,0,2016-09-12 11:21:02,24
26164,3,57908a2622881200033b34d7,57d1963933b63a0003afd277,1,0,2016-09-08 18:47:32,24
26165,3,57908a2622881200033b34d7,57cfe8a6b27185000396b532,2,0,2016-09-07 12:14:03,51
26166,1,57908a2622881200033b34d7,57cebda364a2e10003d5428e,1,0,2016-09-06 14:57:27,88
26167,3,57908a2622881200033b34d7,57bf1e64bd4ded000343c6b3,0,1,2016-08-25 18:32:15,78
26168,9,57908a2622881200033b34d7,57be0befbd4ded000343c671,0,0,2016-08-24 23:04:30,48
26169,2,57908a2622881200033b34d7,57bcb18dea656c0003809706,1,0,2016-08-23 22:26:33,37
26170,9,57908a2622881200033b34d7,57baa2a33bae540003a8d41c,3,0,2016-08-22 08:57:55,160
26171,1,57908a2622881200033b34d7,57b72d47a90d100003e9239c,0,0,2016-08-19 18:00:38,35
26172,9,57908a2622881200033b34d7,57b4b9ab47f3e900038b1fb7,0,0,2016-08-17 21:22:07,108
26173,1,57908a2622881200033b34d7,57b22fda00e1260003c6027e,1,0,2016-08-15 23:10:03,103
