,companyAlias,employee,numVotes,stillExists,lastParticipationDate,vote.mean,vote.mode,vote.min,vote.max,diffDaysVote.min,diffDaysVote.max,diffDaysVote.median,likes.mean,likes.min,likes.max,dislikes.mean,dislikes.min,dislikes.max,carac.mean,carac.min,carac.max,diffDaysComment.min,diffDaysComment.max,diffDaysComment.median,commentId.count
1152,5641f96713664c000332c8cd,239,203,1,2017-03-20 17:01:33,2.6748768472906406,3,1,4,0,321,158.0,16.182926829268293,1.0,45.0,1.4878048780487805,0.0,9.0,169.609756097561,7.0,833.0,2.0,321.0,152.5,59.0
1153,5641f96713664c000332c8cd,240,22,0,2016-10-12 02:00:00,3.5454545454545454,4,3,4,0,97,63.5,4.777777777777778,1.0,9.0,0.5555555555555556,0.0,2.0,67.44444444444444,16.0,104.0,24.0,92.0,74.0,9.0
1154,5641f96713664c000332c8cd,241,4,1,2017-02-01 01:00:00,3.0,3,3,3,0,66,60.0,6.631448203475065,2.3447406340057637,14.630043227665706,1.1693803788772703,0.24711815561959655,4.38328530259366,89.61363089002553,31.2921469740634,252.24387608069165,9.0,129.0,84.5,0.0
1155,5641f96713664c000332c8cd,242,123,1,2017-02-27 17:35:24,3.959349593495935,4,3,4,0,300,142.0,6.913793103448276,0.0,25.0,1.793103448275862,0.0,8.0,114.29310344827586,5.0,757.0,0.0,300.0,227.0,58.0
1156,5641f96713664c000332c8cd,243,27,1,2017-02-25 01:00:00,3.037037037037037,3,2,4,0,295,166.0,20.0,12.0,27.0,1.0,0.0,3.0,156.33333333333334,80.0,223.0,165.0,295.0,211.0,3.0
1157,5641f96713664c000332c8cd,244,6,1,2016-09-23 02:00:00,3.1666666666666665,4,1,4,0,72,64.0,6.631448203475065,2.3447406340057637,14.630043227665706,1.1693803788772703,0.24711815561959655,4.38328530259366,89.61363089002553,31.2921469740634,252.24387608069165,9.0,129.0,84.5,0.0
1159,5641f96713664c000332c8cd,246,73,1,2016-12-31 01:00:00,2.410958904109589,2,1,3,0,111,67.0,6.631448203475065,2.3447406340057637,14.630043227665706,1.1693803788772703,0.24711815561959655,4.38328530259366,89.61363089002553,31.2921469740634,252.24387608069165,9.0,129.0,84.5,0.0
1160,5641f96713664c000332c8cd,247,30,1,2017-03-16 20:49:49,2.6,3,2,3,0,192,56.5,6.631448203475065,2.3447406340057637,14.630043227665706,1.1693803788772703,0.24711815561959655,4.38328530259366,89.61363089002553,31.2921469740634,252.24387608069165,9.0,129.0,84.5,0.0
1161,5641f96713664c000332c8cd,248,272,1,2017-03-20 01:00:00,3.0,3,3,3,0,317,136.5,6.631448203475065,2.3447406340057637,14.630043227665706,1.1693803788772703,0.24711815561959655,4.38328530259366,89.61363089002553,31.2921469740634,252.24387608069165,9.0,129.0,84.5,0.0
1162,5641f96713664c000332c8cd,250,152,1,2017-03-20 01:00:00,1.6513157894736843,1,1,4,0,307,140.5,17.928571428571427,2.0,45.0,3.25,0.0,16.0,94.57142857142857,13.0,284.0,5.0,302.0,121.0,28.0
1163,5641f96713664c000332c8cd,254,40,1,2016-10-14 02:00:00,2.75,3,1,3,0,85,54.5,14.0,7.0,28.0,2.3333333333333335,0.0,5.0,135.66666666666666,32.0,278.0,9.0,84.0,59.0,3.0
1164,5641f96713664c000332c8cd,255,39,1,2016-09-11 07:51:34,3.3076923076923075,3,3,4,0,92,36.0,11.666666666666666,6.0,22.0,3.6666666666666665,0.0,17.0,161.44444444444446,19.0,609.0,0.0,91.0,44.0,9.0
1165,5641f96713664c000332c8cd,257,130,1,2017-03-20 01:00:00,2.853846153846154,3,1,4,0,277,153.5,6.631448203475065,2.3447406340057637,14.630043227665706,1.1693803788772703,0.24711815561959655,4.38328530259366,89.61363089002553,31.2921469740634,252.24387608069165,9.0,129.0,84.5,0.0
1166,5641f96713664c000332c8cd,258,47,1,2017-02-06 22:39:53,2.893617021276596,3,2,4,0,277,98.0,11.6,0.0,33.0,2.65,0.0,18.0,237.25,1.0,926.0,0.0,277.0,106.5,20.0
1167,5641f96713664c000332c8cd,259,68,1,2017-03-20 01:00:00,2.926470588235294,3,1,4,0,236,124.0,6.631448203475065,2.3447406340057637,14.630043227665706,1.1693803788772703,0.24711815561959655,4.38328530259366,89.61363089002553,31.2921469740634,252.24387608069165,9.0,129.0,84.5,0.0
1168,5641f96713664c000332c8cd,261,16,1,2016-12-18 13:52:55,1.5625,1,1,3,0,143,42.0,11.6,4.0,31.0,5.4,0.0,10.0,157.8,84.0,194.0,0.0,140.0,57.0,5.0
1169,5641f96713664c000332c8cd,263,5,1,2016-12-28 01:00:00,2.6,3,2,3,0,51,41.0,6.631448203475065,2.3447406340057637,14.630043227665706,1.1693803788772703,0.24711815561959655,4.38328530259366,89.61363089002553,31.2921469740634,252.24387608069165,9.0,129.0,84.5,0.0
1170,5641f96713664c000332c8cd,264,36,0,2017-02-12 01:00:00,3.1666666666666665,4,1,4,0,215,129.0,5.8,1.0,11.0,1.4,0.0,3.0,53.2,22.0,91.0,180.0,215.0,212.0,5.0
1171,5641f96713664c000332c8cd,265,111,1,2016-10-10 02:00:00,1.1711711711711712,1,1,3,0,152,55.0,15.423076923076923,4.0,37.0,4.269230769230769,0.0,10.0,89.57692307692308,14.0,259.0,2.0,127.0,61.5,26.0
1172,5641f96713664c000332c8cd,266,102,1,2016-11-24 01:00:00,3.049019607843137,3,1,4,0,179,64.5,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,76.0,76.0,76.0,1.0
1173,5641f96713664c000332c8cd,267,32,1,2017-03-10 01:00:00,2.375,2,1,3,0,237,134.5,20.0,11.0,32.0,2.75,0.0,10.0,97.75,35.0,215.0,4.0,146.0,82.5,4.0
1174,5641f96713664c000332c8cd,268,169,1,2017-03-20 01:00:00,3.1183431952662723,3,2,4,0,220,93.0,20.0,12.0,40.0,0.6666666666666666,0.0,2.0,139.0,25.0,239.0,30.0,149.0,107.0,3.0
1175,5641f96713664c000332c8cd,269,102,1,2017-03-20 01:00:00,1.4803921568627452,1,1,4,0,190,52.5,20.0,8.0,35.0,5.0,2.0,9.0,174.33333333333334,67.0,318.0,27.0,186.0,66.0,3.0
1176,5641f96713664c000332c8cd,270,201,1,2017-03-16 01:00:00,2.54228855721393,3,1,3,0,310,161.0,20.0,7.0,45.0,1.0833333333333333,0.0,5.0,109.25,25.0,415.0,92.0,282.0,158.5,12.0
1178,5641f96713664c000332c8cd,272,264,1,2017-03-20 01:00:00,2.647727272727273,3,1,4,0,314,149.5,6.8,2.0,17.0,1.0,0.0,2.0,159.2,34.0,441.0,78.0,313.0,307.0,5.0
1179,5641f96713664c000332c8cd,273,12,1,2016-12-12 21:46:11,3.0833333333333335,3,3,4,0,94,84.0,20.0,3.0,37.0,0.6666666666666666,0.0,1.0,93.66666666666667,24.0,198.0,0.0,89.0,67.0,3.0
1180,5641f96713664c000332c8cd,274,28,0,2017-01-17 01:00:00,3.2142857142857144,3,1,4,0,235,41.5,6.631448203475065,2.3447406340057637,14.630043227665706,1.1693803788772703,0.24711815561959655,4.38328530259366,89.61363089002553,31.2921469740634,252.24387608069165,9.0,129.0,84.5,0.0
1181,5641f96713664c000332c8cd,275,1,1,2016-06-25 16:16:07,3.0,3,3,3,0,0,0.0,13.0,12.0,13.0,0.0,0.0,0.0,102.0,102.0,102.0,0.0,0.0,0.0,1.0
1182,5641f96713664c000332c8cd,276,4,1,2016-10-22 02:00:00,2.75,3,2,3,0,47,42.5,6.631448203475065,2.3447406340057637,14.630043227665706,1.1693803788772703,0.24711815561959655,4.38328530259366,89.61363089002553,31.2921469740634,252.24387608069165,9.0,129.0,84.5,0.0
1184,5641f96713664c000332c8cd,347,22,0,2016-08-25 21:12:21,2.9545454545454546,3,1,4,0,40,16.5,5.833333333333333,1.0,20.0,2.8333333333333335,0.0,9.0,67.5,33.0,170.0,0.0,39.0,27.0,6.0
1185,5641f96713664c000332c8cd,348,26,0,2016-10-12 02:00:00,3.6153846153846154,4,1,4,0,44,27.5,14.2,11.0,23.0,1.2,0.0,4.0,131.2,21.0,455.0,7.0,41.0,30.0,5.0
1186,5641f96713664c000332c8cd,352,174,0,2017-01-02 01:00:00,3.1436781609195403,3,1,4,0,189,92.5,7.25,2.0,17.0,0.875,0.0,6.0,61.75,24.0,120.0,82.0,188.0,146.0,8.0
1187,5641f96713664c000332c8cd,355,1,0,2016-07-09 01:16:03,3.0,3,3,3,0,0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,22.0,22.0,22.0,0.0,0.0,0.0,1.0
1188,5641f96713664c000332c8cd,360,56,1,2017-03-20 01:00:00,3.892857142857143,4,2,4,0,186,97.5,17.57894736842105,7.0,30.0,1.894736842105263,0.0,7.0,239.57894736842104,43.0,1185.0,68.0,170.0,110.0,19.0
1189,5641f96713664c000332c8cd,364,76,0,2016-10-08 02:00:00,3.3026315789473686,3,2,4,0,107,68.5,12.6,2.0,19.0,1.8,0.0,4.0,169.8,24.0,298.0,36.0,101.0,95.0,5.0
1190,5641f96713664c000332c8cd,366,1,1,2016-07-17 02:00:00,4.0,4,4,4,0,0,0.0,6.631448203475065,2.3447406340057637,14.630043227665706,1.1693803788772703,0.24711815561959655,4.38328530259366,89.61363089002553,31.2921469740634,252.24387608069165,9.0,129.0,84.5,0.0
1191,5641f96713664c000332c8cd,370,37,0,2016-10-14 02:00:00,2.7027027027027026,3,1,4,0,76,42.0,6.631448203475065,2.3447406340057637,14.630043227665706,1.1693803788772703,0.24711815561959655,4.38328530259366,89.61363089002553,31.2921469740634,252.24387608069165,9.0,129.0,84.5,0.0
1192,5641f96713664c000332c8cd,376,210,1,2017-03-20 01:00:00,2.9952380952380953,3,1,4,0,218,109.5,6.631448203475065,2.3447406340057637,14.630043227665706,1.1693803788772703,0.24711815561959655,4.38328530259366,89.61363089002553,31.2921469740634,252.24387608069165,9.0,129.0,84.5,0.0
1193,5641f96713664c000332c8cd,377,35,0,2016-09-12 02:00:00,3.2857142857142856,3,2,4,0,47,27.0,13.333333333333334,6.0,26.0,2.6666666666666665,1.0,6.0,165.33333333333334,36.0,345.0,25.0,45.0,36.0,3.0
1194,5641f96713664c000332c8cd,380,25,0,2016-10-11 02:00:00,3.4,4,2,4,0,75,52.0,5.857142857142857,1.0,11.0,0.5714285714285714,0.0,1.0,43.714285714285715,2.0,103.0,2.0,74.0,54.0,7.0
1195,5641f96713664c000332c8cd,381,18,0,2016-09-13 02:00:00,3.8333333333333335,4,2,4,0,44,33.0,16.0,7.0,27.0,0.25,0.0,1.0,104.25,58.0,173.0,13.0,42.0,30.0,4.0
1196,5641f96713664c000332c8cd,389,4,0,2016-08-19 02:00:00,3.5,4,2,4,0,53,42.5,3.5,2.0,5.0,0.0,0.0,0.0,34.0,30.0,38.0,35.0,52.0,43.5,2.0
1197,5641f96713664c000332c8cd,392,1,0,2016-09-12 02:00:00,4.0,4,4,4,0,0,0.0,6.631448203475065,2.3447406340057637,14.630043227665706,1.1693803788772703,0.24711815561959655,4.38328530259366,89.61363089002553,31.2921469740634,252.24387608069165,9.0,129.0,84.5,0.0
1198,5641f96713664c000332c8cd,393,2,0,2016-06-28 02:00:00,3.5,3,3,4,0,5,2.5,6.631448203475065,2.3447406340057637,14.630043227665706,1.1693803788772703,0.24711815561959655,4.38328530259366,89.61363089002553,31.2921469740634,252.24387608069165,9.0,129.0,84.5,0.0
1199,5641f96713664c000332c8cd,396,11,0,2016-08-15 02:00:00,2.8181818181818183,3,2,3,0,53,46.0,6.631448203475065,2.3447406340057637,14.630043227665706,1.1693803788772703,0.24711815561959655,4.38328530259366,89.61363089002553,31.2921469740634,252.24387608069165,9.0,129.0,84.5,0.0
1200,5641f96713664c000332c8cd,402,218,1,2017-03-20 17:01:33,3.536697247706422,4,1,4,0,257,126.5,8.875,0.0,35.0,1.125,0.0,8.0,75.70833333333333,1.0,252.0,1.0,255.0,217.0,24.0
1201,5641f96713664c000332c8cd,405,20,0,2016-09-02 16:18:29,3.7,4,2,4,0,38,12.0,7.0,1.0,12.0,0.6,0.0,2.0,35.8,11.0,65.0,8.0,24.0,17.0,5.0
1202,5641f96713664c000332c8cd,410,40,0,2016-10-02 02:00:00,2.525,3,1,3,0,59,37.5,6.631448203475065,2.3447406340057637,14.630043227665706,1.1693803788772703,0.24711815561959655,4.38328530259366,89.61363089002553,31.2921469740634,252.24387608069165,9.0,129.0,84.5,0.0
1203,5641f96713664c000332c8cd,416,207,1,2017-03-01 01:00:00,3.4589371980676327,4,2,4,0,214,108.0,12.264705882352942,3.0,26.0,4.970588235294118,0.0,18.0,125.41176470588235,16.0,505.0,0.0,210.0,120.5,34.0
1204,5641f96713664c000332c8cd,417,136,1,2017-03-20 01:00:00,2.786764705882353,3,1,4,0,195,96.0,9.0,3.0,15.0,2.4,0.0,9.0,58.2,20.0,141.0,13.0,166.0,146.0,5.0
1205,5641f96713664c000332c8cd,418,196,1,2017-03-20 17:01:33,2.056122448979592,2,1,3,0,210,101.5,16.5,3.0,43.0,2.5,0.0,12.0,125.0,21.0,329.0,2.0,173.0,113.0,12.0
1206,5641f96713664c000332c8cd,419,5,0,2016-09-16 02:00:00,4.0,4,4,4,0,4,2.0,3.0,3.0,3.0,1.0,1.0,1.0,82.0,82.0,82.0,2.0,2.0,2.0,1.0
1207,5641f96713664c000332c8cd,420,3,0,2016-09-16 02:00:00,4.0,4,4,4,0,3,2.0,6.631448203475065,2.3447406340057637,14.630043227665706,1.1693803788772703,0.24711815561959655,4.38328530259366,89.61363089002553,31.2921469740634,252.24387608069165,9.0,129.0,84.5,0.0
1208,5641f96713664c000332c8cd,421,41,0,2016-10-26 19:37:34,1.1951219512195121,1,1,3,0,41,21.0,7.529411764705882,0.0,23.0,5.0,0.0,13.0,113.58823529411765,1.0,243.0,0.0,29.0,11.0,17.0
1209,5641f96713664c000332c8cd,422,179,1,2017-03-20 01:00:00,3.988826815642458,4,3,4,0,178,90.0,20.0,12.0,28.0,3.6666666666666665,0.0,6.0,283.0,62.0,1300.0,35.0,121.0,92.0,3.0
1210,5641f96713664c000332c8cd,423,5,1,2016-11-02 01:00:00,4.0,4,4,4,0,40,34.0,6.631448203475065,2.3447406340057637,14.630043227665706,1.1693803788772703,0.24711815561959655,4.38328530259366,89.61363089002553,31.2921469740634,252.24387608069165,9.0,129.0,84.5,0.0
1211,5641f96713664c000332c8cd,424,133,1,2017-03-20 17:01:33,3.962406015037594,4,2,4,0,142,67.0,17.333333333333332,4.0,37.0,1.0,0.0,4.0,110.77777777777777,41.0,336.0,81.0,141.0,122.0,9.0
1212,5641f96713664c000332c8cd,425,91,0,2017-03-19 23:18:54,1.2527472527472527,1,1,4,0,90,45.0,14.886363636363637,0.0,45.0,5.0,0.0,18.0,238.625,2.0,814.0,0.0,90.0,45.0,59.0
1214,56558cfd07a5de00030908fb,2,3,1,2016-05-19 02:00:00,1.6666666666666667,1,1,3,0,4,2.0,6.631448203475065,2.3447406340057637,14.630043227665706,1.1693803788772703,0.24711815561959655,4.38328530259366,89.61363089002553,31.2921469740634,252.24387608069165,9.0,129.0,84.5,0.0
1215,56558cfd07a5de00030908fb,3,1,1,2016-06-29 02:00:00,4.0,4,4,4,0,0,0.0,6.631448203475065,2.3447406340057637,14.630043227665706,1.1693803788772703,0.24711815561959655,4.38328530259366,89.61363089002553,31.2921469740634,252.24387608069165,9.0,129.0,84.5,0.0
1216,56558cfd07a5de00030908fb,4,1,1,2016-05-17 02:00:00,2.0,2,2,2,0,0,0.0,6.631448203475065,2.3447406340057637,14.630043227665706,1.1693803788772703,0.24711815561959655,4.38328530259366,89.61363089002553,31.2921469740634,252.24387608069165,9.0,129.0,84.5,0.0
1217,56558cfd07a5de00030908fb,5,3,1,2016-06-03 02:00:00,3.0,2,2,4,0,17,13.0,2.0,2.0,2.0,1.0,1.0,1.0,46.0,46.0,46.0,16.0,16.0,16.0,1.0
1218,56558cfd07a5de00030908fb,6,3,1,2016-05-29 02:00:00,3.3333333333333335,3,3,4,0,11,3.0,6.631448203475065,2.3447406340057637,14.630043227665706,1.1693803788772703,0.24711815561959655,4.38328530259366,89.61363089002553,31.2921469740634,252.24387608069165,9.0,129.0,84.5,0.0
1219,56558cfd07a5de00030908fb,8,2,1,2016-05-24 02:00:00,3.5,3,3,4,0,1,0.5,1.0,1.0,1.0,0.0,0.0,0.0,23.0,23.0,23.0,0.0,0.0,0.0,1.0
1220,56558cfd07a5de00030908fb,10,1,1,2016-05-27 13:32:22,3.0,3,3,3,0,0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,22.0,22.0,22.0,0.0,0.0,0.0,1.0
1221,56558cfd07a5de00030908fb,11,3,1,2016-05-30 02:00:00,2.6666666666666665,3,2,3,0,2,1.0,1.5,0.0,3.0,0.0,0.0,0.0,48.0,25.0,71.0,0.0,1.0,0.5,2.0
1222,56558cfd07a5de00030908fb,12,1,1,2016-05-29 16:00:19,3.0,3,3,3,0,0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,80.0,80.0,80.0,0.0,0.0,0.0,1.0
1223,56558cfd07a5de00030908fb,13,7,1,2016-08-15 02:00:00,3.142857142857143,4,1,4,0,77,73.0,6.631448203475065,2.3447406340057637,14.630043227665706,1.1693803788772703,0.24711815561959655,4.38328530259366,89.61363089002553,31.2921469740634,252.24387608069165,9.0,129.0,84.5,0.0
1224,56558cfd07a5de00030908fb,14,1,1,2016-05-30 02:00:00,3.0,3,3,3,0,0,0.0,6.631448203475065,2.3447406340057637,14.630043227665706,1.1693803788772703,0.24711815561959655,4.38328530259366,89.61363089002553,31.2921469740634,252.24387608069165,9.0,129.0,84.5,0.0
1225,567011c035dce00003a07fa4,1,1,1,2016-06-08 13:44:07,3.0,3,3,3,0,0,0.0,6.631448203475065,2.3447406340057637,14.630043227665706,1.1693803788772703,0.24711815561959655,4.38328530259366,89.61363089002553,31.2921469740634,252.24387608069165,9.0,129.0,84.5,0.0
1226,567011c035dce00003a07fa4,2,36,1,2016-11-07 01:00:00,3.4166666666666665,4,1,4,0,319,197.0,2.727272727272727,0.0,9.0,0.2727272727272727,0.0,3.0,64.0,13.0,145.0,196.0,318.0,258.0,11.0
1227,567011c035dce00003a07fa4,3,2,1,2016-06-09 02:00:00,3.0,3,3,3,0,1,0.5,6.631448203475065,2.3447406340057637,14.630043227665706,1.1693803788772703,0.24711815561959655,4.38328530259366,89.61363089002553,31.2921469740634,252.24387608069165,9.0,129.0,84.5,0.0
1228,567011c035dce00003a07fa4,4,21,1,2016-10-07 02:00:00,3.619047619047619,4,3,4,0,288,149.0,1.7333333333333334,0.0,7.0,0.4,0.0,3.0,33.333333333333336,5.0,149.0,29.0,287.0,178.0,15.0
1229,567011c035dce00003a07fa4,5,67,1,2016-11-23 01:00:00,1.3880597014925373,1,1,4,0,317,234.0,3.6666666666666665,1.0,7.0,1.6666666666666667,0.0,8.0,82.11111111111111,9.0,229.0,12.0,295.0,264.0,9.0
1231,567011c035dce00003a07fa4,9,28,1,2016-11-22 17:59:39,2.857142857142857,3,1,4,0,295,64.5,2.3529411764705883,0.0,9.0,0.8235294117647058,0.0,5.0,64.94117647058823,4.0,184.0,12.0,287.0,69.0,17.0
1232,567011c035dce00003a07fa4,12,2,1,2016-05-27 02:00:00,3.0,3,3,3,0,1,0.5,6.631448203475065,2.3447406340057637,14.630043227665706,1.1693803788772703,0.24711815561959655,4.38328530259366,89.61363089002553,31.2921469740634,252.24387608069165,9.0,129.0,84.5,0.0
1234,567011c035dce00003a07fa4,16,15,1,2016-11-22 01:00:00,2.533333333333333,3,1,4,0,214,126.0,3.0,2.0,4.0,0.0,0.0,0.0,98.0,27.0,192.0,179.0,214.0,186.0,3.0
1235,567011c035dce00003a07fa4,17,80,1,2016-11-17 01:00:00,2.6875,3,1,4,0,290,126.0,4.8,0.0,10.0,0.84,0.0,4.0,101.56,11.0,262.0,6.0,282.0,153.0,25.0
1236,567011c035dce00003a07fa4,18,3,1,2016-07-11 02:00:00,4.0,4,4,4,0,101,94.0,5.0,5.0,5.0,0.0,0.0,0.0,77.0,77.0,77.0,93.0,93.0,93.0,1.0
1237,567011c035dce00003a07fa4,19,1,1,2016-09-19 02:00:00,3.0,3,3,3,0,0,0.0,6.631448203475065,2.3447406340057637,14.630043227665706,1.1693803788772703,0.24711815561959655,4.38328530259366,89.61363089002553,31.2921469740634,252.24387608069165,9.0,129.0,84.5,0.0
1239,567011c035dce00003a07fa4,21,18,1,2016-10-21 02:00:00,1.4444444444444444,1,1,3,0,262,222.0,10.0,8.0,12.0,0.5,0.0,1.0,283.0,146.0,526.0,210.0,245.0,235.5,2.0
1240,567011c035dce00003a07fa4,26,21,1,2016-11-14 01:00:00,2.9047619047619047,3,1,4,0,287,243.0,2.5,0.0,6.0,0.25,0.0,2.0,50.166666666666664,7.0,245.0,12.0,285.0,252.5,12.0
1241,567011c035dce00003a07fa4,27,66,1,2016-11-18 11:31:06,2.909090909090909,3,1,3,0,192,124.5,6.631448203475065,2.3447406340057637,14.630043227665706,1.1693803788772703,0.24711815561959655,4.38328530259366,89.61363089002553,31.2921469740634,252.24387608069165,9.0,129.0,84.5,0.0
1242,567011c035dce00003a07fa4,28,10,1,2016-11-15 11:22:36,2.5,2,1,4,0,189,62.5,3.6666666666666665,2.0,5.0,0.0,0.0,0.0,29.333333333333332,11.0,61.0,0.0,165.0,55.0,3.0
1243,567011c035dce00003a07fa4,29,23,1,2016-10-11 18:59:59,3.260869565217391,4,1,4,0,253,119.0,2.1818181818181817,0.0,11.0,0.3181818181818182,0.0,4.0,40.18181818181818,5.0,140.0,0.0,253.0,120.5,22.0
1244,567011c035dce00003a07fa4,30,14,1,2016-09-28 02:00:00,3.0714285714285716,3,2,4,0,180,103.5,6.631448203475065,2.3447406340057637,14.630043227665706,1.1693803788772703,0.24711815561959655,4.38328530259366,89.61363089002553,31.2921469740634,252.24387608069165,9.0,129.0,84.5,0.0
1245,567011c035dce00003a07fa4,31,7,1,2016-04-11 02:00:00,2.2857142857142856,1,1,4,0,32,27.0,1.5,1.0,2.0,0.0,0.0,0.0,15.0,9.0,21.0,26.0,30.0,28.0,2.0
1246,567011c035dce00003a07fa4,32,5,1,2016-05-17 02:00:00,2.6,3,2,3,0,7,4.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,15.0,15.0,4.0,4.0,4.0,1.0
1247,567011c035dce00003a07fa4,33,4,1,2016-11-03 14:22:12,3.25,3,3,4,0,17,12.5,6.631448203475065,2.3447406340057637,14.630043227665706,1.1693803788772703,0.24711815561959655,4.38328530259366,89.61363089002553,31.2921469740634,252.24387608069165,9.0,129.0,84.5,0.0
1248,567011c035dce00003a07fa4,34,1,1,2016-04-01 02:00:00,4.0,4,4,4,0,0,0.0,6.631448203475065,2.3447406340057637,14.630043227665706,1.1693803788772703,0.24711815561959655,4.38328530259366,89.61363089002553,31.2921469740634,252.24387608069165,9.0,129.0,84.5,0.0
1249,567011c035dce00003a07fa4,38,28,1,2016-07-21 12:48:42,1.8928571428571428,2,1,4,0,170,123.5,5.157894736842105,0.0,17.0,0.47368421052631576,0.0,4.0,115.94736842105263,4.0,316.0,0.0,170.0,126.0,19.0
1251,567011c035dce00003a07fa4,42,93,1,2016-11-18 11:31:06,3.150537634408602,3,1,4,0,290,177.0,4.1,0.0,10.0,0.3,0.0,5.0,90.7,7.0,355.0,0.0,289.0,200.5,20.0
1252,567011c035dce00003a07fa4,43,5,1,2016-05-20 13:39:39,3.0,3,2,4,0,109,67.0,0.5,0.0,1.0,0.0,0.0,0.0,21.0,7.0,35.0,0.0,48.0,24.0,2.0
1254,567011c035dce00003a07fa4,45,63,1,2016-05-06 02:00:00,2.8253968253968256,3,1,4,0,94,57.0,5.333333333333333,1.0,13.0,1.0,0.0,3.0,74.66666666666667,9.0,181.0,57.0,92.0,79.0,3.0
1255,567011c035dce00003a07fa4,46,7,1,2016-05-02 18:46:36,3.142857142857143,4,2,4,0,54,49.0,2.2,0.0,9.0,0.2,0.0,1.0,54.8,25.0,97.0,0.0,53.0,49.0,5.0
1256,567011c035dce00003a07fa4,47,7,1,2016-06-10 02:00:00,3.0,3,2,4,0,130,63.0,0.0,0.0,0.0,0.2,0.0,1.0,29.2,4.0,75.0,43.0,70.0,62.0,5.0
1259,567011c035dce00003a07fa4,51,7,1,2016-11-22 17:59:39,2.0,1,1,3,0,162,90.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0,3.0,3.0,0.0,0.0,0.0,1.0
1260,567011c035dce00003a07fa4,52,42,1,2016-11-16 01:00:00,3.4285714285714284,3,3,4,0,286,156.0,5.0,3.0,7.0,0.0,0.0,0.0,35.0,13.0,63.0,151.0,249.0,159.0,3.0
1261,567011c035dce00003a07fa4,53,1,1,2016-09-05 02:00:00,3.0,3,3,3,0,0,0.0,6.631448203475065,2.3447406340057637,14.630043227665706,1.1693803788772703,0.24711815561959655,4.38328530259366,89.61363089002553,31.2921469740634,252.24387608069165,9.0,129.0,84.5,0.0
1262,567011c035dce00003a07fa4,56,1,1,2016-09-26 02:00:00,3.0,3,3,3,0,0,0.0,6.631448203475065,2.3447406340057637,14.630043227665706,1.1693803788772703,0.24711815561959655,4.38328530259366,89.61363089002553,31.2921469740634,252.24387608069165,9.0,129.0,84.5,0.0
1263,567011c035dce00003a07fa4,57,41,1,2016-10-30 02:00:00,2.707317073170732,3,1,4,0,271,221.0,4.6,0.0,13.0,0.2,0.0,1.0,58.2,17.0,125.0,103.0,268.0,257.0,5.0
1264,567011c035dce00003a07fa4,58,71,1,2016-11-17 01:00:00,2.3661971830985915,2,1,3,0,289,198.0,6.631448203475065,2.3447406340057637,14.630043227665706,1.1693803788772703,0.24711815561959655,4.38328530259366,89.61363089002553,31.2921469740634,252.24387608069165,9.0,129.0,84.5,0.0
1265,567011c035dce00003a07fa4,59,1,1,2016-09-05 02:00:00,3.0,3,3,3,0,0,0.0,6.631448203475065,2.3447406340057637,14.630043227665706,1.1693803788772703,0.24711815561959655,4.38328530259366,89.61363089002553,31.2921469740634,252.24387608069165,9.0,129.0,84.5,0.0
1266,567011c035dce00003a07fa4,62,7,1,2016-07-01 18:36:59,1.7142857142857142,1,1,3,0,151,113.0,6.571428571428571,0.0,18.0,0.7142857142857143,0.0,3.0,80.42857142857143,21.0,164.0,0.0,151.0,113.0,7.0
1267,567011c035dce00003a07fa4,63,1,1,2016-08-18 02:00:00,3.0,3,3,3,0,0,0.0,6.631448203475065,2.3447406340057637,14.630043227665706,1.1693803788772703,0.24711815561959655,4.38328530259366,89.61363089002553,31.2921469740634,252.24387608069165,9.0,129.0,84.5,0.0
1268,567011c035dce00003a07fa4,66,11,1,2016-09-06 12:20:05,2.8181818181818183,3,1,4,0,57,50.0,1.6666666666666667,0.0,4.0,0.16666666666666666,0.0,1.0,58.5,6.0,104.0,0.0,55.0,49.0,6.0
1269,567011c035dce00003a07fa4,70,82,1,2016-10-31 01:00:00,3.0,3,2,4,0,272,144.5,2.5,0.0,7.0,0.0,0.0,0.0,136.83333333333334,15.0,441.0,104.0,265.0,167.5,6.0
1270,567011c035dce00003a07fa4,73,6,1,2016-06-14 02:00:00,3.1666666666666665,3,2,4,0,132,112.5,9.0,9.0,9.0,0.0,0.0,0.0,26.0,26.0,26.0,131.0,131.0,131.0,1.0
1272,567011c035dce00003a07fa4,77,1,1,2016-09-14 02:00:00,1.0,1,1,2,0,0,0.0,6.631448203475065,2.3447406340057637,14.630043227665706,1.1693803788772703,0.24711815561959655,4.38328530259366,89.61363089002553,31.2921469740634,252.24387608069165,9.0,129.0,84.5,0.0
1273,567011c035dce00003a07fa4,78,26,1,2016-11-08 01:00:00,3.1153846153846154,3,3,4,0,213,139.5,5.0,3.0,7.0,0.0,0.0,0.0,112.5,43.0,182.0,139.0,187.0,163.0,2.0
