,employee,companyAlias,numVotes,lastParticipationDate,stillExists
2687,246,5641f96713664c000332c8cd,73,2016-12-31 01:00:00,1
2570,79,5641f96713664c000332c8cd,76,2017-03-16 01:00:00,1
2717,364,5641f96713664c000332c8cd,76,2016-10-08 02:00:00,0
2614,141,5641f96713664c000332c8cd,77,2016-08-18 02:00:00,1
2555,58,5641f96713664c000332c8cd,80,2017-02-21 01:00:00,1
2631,160,5641f96713664c000332c8cd,81,2017-03-17 01:00:00,1
2633,162,5641f96713664c000332c8cd,83,2017-03-20 01:00:00,1
2551,51,5641f96713664c000332c8cd,84,2017-03-18 01:00:00,1
2566,70,5641f96713664c000332c8cd,85,2016-11-14 01:00:00,1
2539,20,5641f96713664c000332c8cd,87,2016-11-06 14:24:21,1
2617,145,5641f96713664c000332c8cd,87,2017-01-29 01:00:00,1
2565,69,5641f96713664c000332c8cd,88,2016-10-26 02:00:00,1
2740,425,5641f96713664c000332c8cd,91,2017-03-19 23:18:54,0
2677,236,5641f96713664c000332c8cd,92,2016-10-10 17:28:04,1
2675,231,5641f96713664c000332c8cd,95,2016-09-24 02:00:00,1
2608,135,5641f96713664c000332c8cd,96,2017-03-02 01:00:00,1
2585,100,5641f96713664c000332c8cd,102,2016-10-06 23:19:49,1
2700,266,5641f96713664c000332c8cd,102,2016-11-24 01:00:00,1
2703,269,5641f96713664c000332c8cd,102,2017-03-20 01:00:00,1
2582,95,5641f96713664c000332c8cd,107,2017-03-19 19:53:32,1
2655,192,5641f96713664c000332c8cd,108,2017-02-28 01:00:00,1
2529,10,5641f96713664c000332c8cd,111,2017-03-20 17:01:33,1
2609,136,5641f96713664c000332c8cd,111,2017-03-13 18:34:58,1
2660,201,5641f96713664c000332c8cd,111,2017-02-19 01:00:00,1
2699,265,5641f96713664c000332c8cd,111,2016-10-10 02:00:00,1
2630,159,5641f96713664c000332c8cd,119,2017-03-17 01:00:00,1
2574,86,5641f96713664c000332c8cd,120,2016-10-05 02:00:00,0
2664,210,5641f96713664c000332c8cd,121,2017-03-16 01:00:00,1
2649,182,5641f96713664c000332c8cd,122,2017-03-19 01:00:00,1
2683,242,5641f96713664c000332c8cd,123,2017-02-27 17:35:24,1
2557,60,5641f96713664c000332c8cd,124,2017-03-19 01:00:00,1
2568,75,5641f96713664c000332c8cd,125,2017-03-13 01:00:00,1
2622,150,5641f96713664c000332c8cd,125,2016-09-16 22:47:59,1
2540,21,5641f96713664c000332c8cd,127,2016-12-13 01:00:00,1
2575,87,5641f96713664c000332c8cd,130,2016-12-27 01:00:00,0
2693,257,5641f96713664c000332c8cd,130,2017-03-20 01:00:00,1
2653,189,5641f96713664c000332c8cd,133,2017-02-27 14:19:06,0
2739,424,5641f96713664c000332c8cd,133,2017-03-20 17:01:33,1
2579,92,5641f96713664c000332c8cd,134,2017-03-20 01:00:00,1
2732,417,5641f96713664c000332c8cd,136,2017-03-20 01:00:00,1
2528,9,5641f96713664c000332c8cd,142,2017-03-16 01:00:00,1
2556,59,5641f96713664c000332c8cd,148,2017-03-10 01:00:00,1
2567,71,5641f96713664c000332c8cd,150,2017-03-15 01:00:00,1
2674,229,5641f96713664c000332c8cd,150,2017-03-20 01:00:00,1
2605,127,5641f96713664c000332c8cd,151,2017-03-17 01:00:00,1
2652,187,5641f96713664c000332c8cd,151,2017-03-19 01:00:00,1
2670,222,5641f96713664c000332c8cd,151,2016-10-03 09:52:32,0
2690,250,5641f96713664c000332c8cd,152,2017-03-20 01:00:00,1
2553,56,5641f96713664c000332c8cd,153,2017-03-20 01:00:00,1
2590,106,5641f96713664c000332c8cd,153,2017-03-20 01:00:00,1
2530,11,5641f96713664c000332c8cd,155,2017-03-14 23:09:13,1
2536,17,5641f96713664c000332c8cd,155,2016-11-10 01:00:00,1
2621,149,5641f96713664c000332c8cd,157,2017-03-20 01:00:00,1
2610,137,5641f96713664c000332c8cd,160,2017-03-19 01:00:00,1
2533,14,5641f96713664c000332c8cd,161,2016-10-25 16:23:52,0
2587,102,5641f96713664c000332c8cd,165,2017-03-20 01:00:00,1
2537,18,5641f96713664c000332c8cd,168,2017-01-06 01:00:00,1
2604,126,5641f96713664c000332c8cd,168,2017-03-20 17:01:33,1
2702,268,5641f96713664c000332c8cd,169,2017-03-20 01:00:00,1
2632,161,5641f96713664c000332c8cd,170,2017-03-20 17:01:33,1
2549,49,5641f96713664c000332c8cd,174,2017-03-20 17:01:33,1
2714,352,5641f96713664c000332c8cd,174,2017-01-02 01:00:00,0
2636,166,5641f96713664c000332c8cd,178,2017-02-27 14:19:06,0
2737,422,5641f96713664c000332c8cd,179,2017-03-20 01:00:00,1
2654,191,5641f96713664c000332c8cd,181,2017-03-20 17:01:33,1
2548,48,5641f96713664c000332c8cd,183,2017-03-20 17:01:33,1
2558,61,5641f96713664c000332c8cd,185,2017-02-16 01:00:00,1
2535,16,5641f96713664c000332c8cd,196,2017-03-19 01:00:00,1
2733,418,5641f96713664c000332c8cd,196,2017-03-20 17:01:33,1
2704,270,5641f96713664c000332c8cd,201,2017-03-16 01:00:00,1
2680,239,5641f96713664c000332c8cd,203,2017-03-20 17:01:33,1
2559,62,5641f96713664c000332c8cd,205,2017-02-20 19:13:19,1
2637,167,5641f96713664c000332c8cd,205,2017-02-13 12:16:12,0
2526,7,5641f96713664c000332c8cd,206,2017-03-20 17:01:33,1
2731,416,5641f96713664c000332c8cd,207,2017-03-01 01:00:00,1
2643,176,5641f96713664c000332c8cd,208,2017-03-01 01:00:00,0
2572,81,5641f96713664c000332c8cd,210,2017-03-20 17:01:33,1
2720,376,5641f96713664c000332c8cd,210,2017-03-20 01:00:00,1
2662,207,5641f96713664c000332c8cd,218,2017-02-01 01:07:22,1
2728,402,5641f96713664c000332c8cd,218,2017-03-20 17:01:33,1
2561,65,5641f96713664c000332c8cd,222,2017-03-18 19:44:28,1
2601,122,5641f96713664c000332c8cd,222,2017-03-20 01:00:00,1
2641,174,5641f96713664c000332c8cd,222,2017-03-20 01:00:00,1
2606,128,5641f96713664c000332c8cd,225,2017-03-20 01:00:00,1
2534,15,5641f96713664c000332c8cd,228,2017-02-19 20:33:17,1
2586,101,5641f96713664c000332c8cd,237,2017-03-19 01:00:00,1
2668,219,5641f96713664c000332c8cd,238,2017-03-20 17:01:33,1
2619,147,5641f96713664c000332c8cd,246,2017-03-20 01:00:00,1
2517,1,5641f96713664c000332c8cd,257,2017-03-19 01:00:00,1
2525,6,5641f96713664c000332c8cd,259,2017-03-19 19:53:32,1
2523,4,5641f96713664c000332c8cd,260,2017-03-20 01:00:00,1
2541,22,5641f96713664c000332c8cd,262,2017-03-20 01:00:00,1
2706,272,5641f96713664c000332c8cd,264,2017-03-20 01:00:00,1
2532,13,5641f96713664c000332c8cd,269,2017-03-20 17:01:33,1
2689,248,5641f96713664c000332c8cd,272,2017-03-20 01:00:00,1
2661,202,5641f96713664c000332c8cd,273,2017-03-20 01:00:00,1
2628,156,5641f96713664c000332c8cd,275,2017-03-20 17:01:33,1
2666,214,5641f96713664c000332c8cd,276,2017-03-20 01:00:00,1
2531,12,5641f96713664c000332c8cd,282,2017-03-20 01:00:00,1
2686,245,5641f96713664c000332c8cd,283,2017-03-20 01:00:00,1
2569,78,5641f96713664c000332c8cd,284,2017-03-20 17:01:33,1
2711,277,5641f96713664c000332c8cd,292,2017-03-20 17:01:33,1
2544,42,5641f96713664c000332c8cd,296,2017-03-20 01:00:00,1
2620,148,5641f96713664c000332c8cd,296,2017-03-20 17:01:33,1
2545,45,5641f96713664c000332c8cd,300,2017-03-20 01:00:00,1
2635,165,5641f96713664c000332c8cd,306,2017-03-20 01:00:00,1
2640,173,5641f96713664c000332c8cd,316,2017-03-20 01:00:00,1
2705,271,5641f96713664c000332c8cd,318,2017-03-20 01:00:00,1
2527,8,5641f96713664c000332c8cd,320,2017-03-20 01:00:00,1
2538,19,5641f96713664c000332c8cd,320,2017-03-20 17:01:33,1
2542,23,5641f96713664c000332c8cd,325,2017-03-20 17:01:33,1
2842,3,56558cfd07a5de00030908fb,1,2016-06-29 02:00:00,1
2843,4,56558cfd07a5de00030908fb,1,2016-05-17 02:00:00,1
2847,10,56558cfd07a5de00030908fb,1,2016-05-27 13:32:22,1
2849,12,56558cfd07a5de00030908fb,1,2016-05-29 16:00:19,1
2851,14,56558cfd07a5de00030908fb,1,2016-05-30 02:00:00,1
2840,1,56558cfd07a5de00030908fb,2,2015-11-29 01:00:00,1
2846,8,56558cfd07a5de00030908fb,2,2016-05-24 02:00:00,1
2841,2,56558cfd07a5de00030908fb,3,2016-05-19 02:00:00,1
2844,5,56558cfd07a5de00030908fb,3,2016-06-03 02:00:00,1
2845,6,56558cfd07a5de00030908fb,3,2016-05-29 02:00:00,1
2848,11,56558cfd07a5de00030908fb,3,2016-05-30 02:00:00,1
2850,13,56558cfd07a5de00030908fb,7,2016-08-15 02:00:00,1
852,1,567011c035dce00003a07fa4,1,2016-06-08 13:44:07,1
870,19,567011c035dce00003a07fa4,1,2016-09-19 02:00:00,1
881,34,567011c035dce00003a07fa4,1,2016-04-01 02:00:00,1
886,44,567011c035dce00003a07fa4,1,2016-02-02 01:00:00,1
891,49,567011c035dce00003a07fa4,1,2016-02-08 11:52:51,1
894,53,567011c035dce00003a07fa4,1,2016-09-05 02:00:00,1
895,56,567011c035dce00003a07fa4,1,2016-09-26 02:00:00,1
898,59,567011c035dce00003a07fa4,1,2016-09-05 02:00:00,1
900,63,567011c035dce00003a07fa4,1,2016-08-18 02:00:00,1
904,76,567011c035dce00003a07fa4,1,2016-02-01 01:00:00,1
905,77,567011c035dce00003a07fa4,1,2016-09-14 02:00:00,1
909,84,567011c035dce00003a07fa4,1,2016-04-08 11:41:20,1
910,87,567011c035dce00003a07fa4,1,2016-10-17 02:00:00,1
922,105,567011c035dce00003a07fa4,1,2016-02-01 01:00:00,0
930,115,567011c035dce00003a07fa4,1,2016-02-01 01:00:00,1
934,120,567011c035dce00003a07fa4,1,2016-02-02 01:00:00,1
936,122,567011c035dce00003a07fa4,1,2016-03-23 16:26:38,1
937,123,567011c035dce00003a07fa4,1,2016-02-02 01:00:00,1
947,136,567011c035dce00003a07fa4,1,2016-02-19 11:00:35,1
950,141,567011c035dce00003a07fa4,1,2016-02-08 01:00:00,1
969,164,567011c035dce00003a07fa4,1,2016-05-02 02:00:00,0
971,170,567011c035dce00003a07fa4,1,2016-06-09 08:36:31,1
974,173,567011c035dce00003a07fa4,1,2016-04-15 13:56:56,1
975,174,567011c035dce00003a07fa4,1,2016-05-12 02:00:00,1
978,179,567011c035dce00003a07fa4,1,2016-04-18 02:00:00,1
980,183,567011c035dce00003a07fa4,1,2016-04-15 14:41:21,1
986,192,567011c035dce00003a07fa4,1,2016-05-13 02:00:00,1
987,193,567011c035dce00003a07fa4,1,2016-04-21 10:52:36,1
988,197,567011c035dce00003a07fa4,1,2016-05-10 02:00:00,1
990,204,567011c035dce00003a07fa4,1,2016-05-10 02:00:00,1
998,214,567011c035dce00003a07fa4,1,2016-05-09 16:53:29,1
1009,225,567011c035dce00003a07fa4,1,2016-06-03 02:00:00,1
856,3,567011c035dce00003a07fa4,2,2016-06-09 02:00:00,1
865,12,567011c035dce00003a07fa4,2,2016-05-27 02:00:00,1
871,20,567011c035dce00003a07fa4,2,2016-02-04 01:00:00,1
915,93,567011c035dce00003a07fa4,2,2016-09-14 02:00:00,1
927,111,567011c035dce00003a07fa4,2,2016-02-08 01:00:00,1
938,126,567011c035dce00003a07fa4,2,2016-09-20 02:00:00,1
954,145,567011c035dce00003a07fa4,2,2016-03-11 01:00:00,1
956,148,567011c035dce00003a07fa4,2,2016-02-22 01:00:00,1
964,157,567011c035dce00003a07fa4,2,2016-04-15 12:27:58,0
970,167,567011c035dce00003a07fa4,2,2016-10-04 14:05:53,1
992,208,567011c035dce00003a07fa4,2,2016-05-12 13:23:17,1
1006,222,567011c035dce00003a07fa4,2,2016-11-21 01:00:00,1
862,6,567011c035dce00003a07fa4,3,2016-02-25 19:00:17,1
869,18,567011c035dce00003a07fa4,3,2016-07-11 02:00:00,1
935,121,567011c035dce00003a07fa4,3,2016-02-04 01:00:00,0
959,151,567011c035dce00003a07fa4,3,2016-10-26 13:00:32,1
985,191,567011c035dce00003a07fa4,3,2016-05-06 02:00:00,1
1001,217,567011c035dce00003a07fa4,3,2016-10-07 02:00:00,1
1007,223,567011c035dce00003a07fa4,3,2016-06-06 18:57:16,1
866,13,567011c035dce00003a07fa4,4,2016-02-23 17:23:22,1
880,33,567011c035dce00003a07fa4,4,2016-11-03 14:22:12,1
912,89,567011c035dce00003a07fa4,4,2016-11-21 01:00:00,1
951,142,567011c035dce00003a07fa4,4,2016-09-03 02:00:00,1
976,177,567011c035dce00003a07fa4,4,2016-04-22 17:56:59,1
989,199,567011c035dce00003a07fa4,4,2016-05-06 02:00:00,1
879,32,567011c035dce00003a07fa4,5,2016-05-17 02:00:00,1
885,43,567011c035dce00003a07fa4,5,2016-05-20 13:39:39,1
890,48,567011c035dce00003a07fa4,5,2016-03-18 01:00:00,1
916,94,567011c035dce00003a07fa4,5,2016-08-18 02:00:00,1
941,129,567011c035dce00003a07fa4,5,2016-04-04 02:00:00,1
949,140,567011c035dce00003a07fa4,5,2016-11-22 01:00:00,1
955,146,567011c035dce00003a07fa4,5,2016-02-08 01:00:00,0
1003,219,567011c035dce00003a07fa4,5,2016-09-01 02:00:00,1
903,73,567011c035dce00003a07fa4,6,2016-06-14 02:00:00,1
920,103,567011c035dce00003a07fa4,6,2016-11-09 10:31:36,1
958,150,567011c035dce00003a07fa4,6,2016-11-18 01:00:00,1
981,184,567011c035dce00003a07fa4,6,2016-05-15 02:00:00,1
878,31,567011c035dce00003a07fa4,7,2016-04-11 02:00:00,1
888,46,567011c035dce00003a07fa4,7,2016-05-02 18:46:36,1
889,47,567011c035dce00003a07fa4,7,2016-06-10 02:00:00,1
892,51,567011c035dce00003a07fa4,7,2016-11-22 17:59:39,1
899,62,567011c035dce00003a07fa4,7,2016-07-01 18:36:59,1
919,102,567011c035dce00003a07fa4,7,2016-03-08 01:00:00,1
982,187,567011c035dce00003a07fa4,7,2016-10-08 02:00:00,1
1002,218,567011c035dce00003a07fa4,7,2016-11-02 01:00:00,1
1010,227,567011c035dce00003a07fa4,7,2016-11-11 18:30:31,1
908,83,567011c035dce00003a07fa4,8,2016-06-09 02:00:00,1
924,108,567011c035dce00003a07fa4,8,2016-10-11 02:00:00,1
960,152,567011c035dce00003a07fa4,8,2016-11-15 11:47:07,1
963,156,567011c035dce00003a07fa4,8,2016-07-13 02:00:00,1
983,188,567011c035dce00003a07fa4,8,2016-08-03 02:00:00,1
1004,220,567011c035dce00003a07fa4,8,2016-09-08 18:30:57,1
1017,234,567011c035dce00003a07fa4,8,2016-11-23 01:00:00,1
1020,237,567011c035dce00003a07fa4,8,2016-11-17 12:50:17,1
913,90,567011c035dce00003a07fa4,9,2016-02-16 10:55:34,1
946,135,567011c035dce00003a07fa4,9,2016-04-21 02:00:00,0
977,178,567011c035dce00003a07fa4,9,2016-09-19 02:00:00,1
1016,233,567011c035dce00003a07fa4,9,2016-11-17 01:00:00,1
875,28,567011c035dce00003a07fa4,10,2016-11-15 11:22:36,1
1015,232,567011c035dce00003a07fa4,10,2016-11-22 01:00:00,1
1018,235,567011c035dce00003a07fa4,10,2016-11-23 08:52:06,1
901,66,567011c035dce00003a07fa4,11,2016-09-06 12:20:05,1
911,88,567011c035dce00003a07fa4,11,2016-09-28 18:31:24,1
923,107,567011c035dce00003a07fa4,11,2016-07-29 14:14:49,1
940,128,567011c035dce00003a07fa4,12,2016-06-07 12:05:22,1
943,131,567011c035dce00003a07fa4,12,2016-07-23 02:00:00,1
1012,229,567011c035dce00003a07fa4,13,2016-11-07 01:00:00,1
1014,231,567011c035dce00003a07fa4,13,2016-10-07 02:00:00,0
877,30,567011c035dce00003a07fa4,14,2016-09-28 02:00:00,1
948,138,567011c035dce00003a07fa4,14,2016-11-22 01:00:00,1
867,16,567011c035dce00003a07fa4,15,2016-11-22 01:00:00,1
973,172,567011c035dce00003a07fa4,15,2016-10-20 18:36:24,1
917,96,567011c035dce00003a07fa4,17,2016-11-07 01:00:00,1
999,215,567011c035dce00003a07fa4,17,2016-08-30 08:57:20,1
1019,236,567011c035dce00003a07fa4,17,2016-11-22 01:00:00,1
872,21,567011c035dce00003a07fa4,18,2016-10-21 02:00:00,1
931,116,567011c035dce00003a07fa4,18,2016-06-05 02:00:00,1
965,158,567011c035dce00003a07fa4,19,2016-09-30 02:00:00,1
993,209,567011c035dce00003a07fa4,19,2016-11-03 01:00:00,1
1013,230,567011c035dce00003a07fa4,19,2016-11-21 12:13:21,1
928,112,567011c035dce00003a07fa4,20,2016-08-27 02:00:00,1
858,4,567011c035dce00003a07fa4,21,2016-10-07 02:00:00,1
873,26,567011c035dce00003a07fa4,21,2016-11-14 01:00:00,1
972,171,567011c035dce00003a07fa4,21,2016-11-06 01:00:00,1
991,205,567011c035dce00003a07fa4,21,2016-08-09 09:27:49,1
1005,221,567011c035dce00003a07fa4,21,2016-09-12 18:34:00,1
883,40,567011c035dce00003a07fa4,22,2016-03-15 01:00:00,0
929,113,567011c035dce00003a07fa4,22,2016-11-22 01:00:00,1
876,29,567011c035dce00003a07fa4,23,2016-10-11 18:59:59,1
939,127,567011c035dce00003a07fa4,25,2016-06-30 02:00:00,1
1011,228,567011c035dce00003a07fa4,25,2016-11-22 01:00:00,1
906,78,567011c035dce00003a07fa4,26,2016-11-08 01:00:00,1
945,134,567011c035dce00003a07fa4,26,2016-09-21 02:00:00,1
926,110,567011c035dce00003a07fa4,27,2016-10-04 14:48:47,1
864,9,567011c035dce00003a07fa4,28,2016-11-22 17:59:39,1
882,38,567011c035dce00003a07fa4,28,2016-07-21 12:48:42,1
984,189,567011c035dce00003a07fa4,30,2016-11-04 18:56:10,1
967,160,567011c035dce00003a07fa4,33,2016-11-23 01:00:00,1
957,149,567011c035dce00003a07fa4,35,2016-09-27 13:51:34,1
854,2,567011c035dce00003a07fa4,36,2016-11-07 01:00:00,1
1008,224,567011c035dce00003a07fa4,39,2016-10-09 11:13:41,0
896,57,567011c035dce00003a07fa4,41,2016-10-30 02:00:00,1
893,52,567011c035dce00003a07fa4,42,2016-11-16 01:00:00,1
1000,216,567011c035dce00003a07fa4,43,2016-11-14 01:00:00,1
979,180,567011c035dce00003a07fa4,47,2016-11-23 01:00:00,1
933,118,567011c035dce00003a07fa4,55,2016-11-19 01:00:00,1
932,117,567011c035dce00003a07fa4,56,2016-11-23 01:00:00,1
921,104,567011c035dce00003a07fa4,57,2016-11-18 01:00:00,1
962,155,567011c035dce00003a07fa4,57,2016-11-08 01:00:00,1
995,211,567011c035dce00003a07fa4,62,2016-11-22 01:00:00,1
887,45,567011c035dce00003a07fa4,63,2016-05-06 02:00:00,1
996,212,567011c035dce00003a07fa4,64,2016-11-18 01:00:00,1
874,27,567011c035dce00003a07fa4,66,2016-11-18 11:31:06,1
860,5,567011c035dce00003a07fa4,67,2016-11-23 01:00:00,1
961,153,567011c035dce00003a07fa4,68,2016-10-28 10:19:17,1
944,132,567011c035dce00003a07fa4,69,2016-11-23 01:00:00,1
897,58,567011c035dce00003a07fa4,71,2016-11-17 01:00:00,1
968,163,567011c035dce00003a07fa4,76,2016-09-21 17:33:55,1
994,210,567011c035dce00003a07fa4,77,2016-11-09 18:43:00,1
868,17,567011c035dce00003a07fa4,80,2016-11-17 01:00:00,1
997,213,567011c035dce00003a07fa4,81,2016-11-23 10:36:46,1
902,70,567011c035dce00003a07fa4,82,2016-10-31 01:00:00,1
953,144,567011c035dce00003a07fa4,87,2016-11-22 21:05:08,1
884,42,567011c035dce00003a07fa4,93,2016-11-18 11:31:06,1
914,91,567011c035dce00003a07fa4,95,2016-11-14 01:00:00,1
952,143,567011c035dce00003a07fa4,96,2016-11-08 15:09:27,1
966,159,567011c035dce00003a07fa4,122,2016-11-23 10:36:46,1
918,101,567011c035dce00003a07fa4,125,2016-11-21 18:24:28,1
907,81,567011c035dce00003a07fa4,141,2016-11-22 01:00:00,1
925,109,567011c035dce00003a07fa4,157,2016-11-23 01:00:00,1
942,130,567011c035dce00003a07fa4,169,2016-11-22 01:00:00,1
3687,65,56ab28dc1f385d0003454757,1,2016-03-03 01:00:00,1
3690,69,56ab28dc1f385d0003454757,1,2016-03-11 13:30:58,1
3692,71,56ab28dc1f385d0003454757,1,2016-03-22 14:22:35,1
3717,61,56ab28dc1f385d0003454757,1,2016-01-30 01:00:00,1
3689,68,56ab28dc1f385d0003454757,2,2016-04-08 02:00:00,1
3694,73,56ab28dc1f385d0003454757,2,2016-10-02 02:00:00,1
3713,57,56ab28dc1f385d0003454757,2,2016-01-30 01:00:00,1
3715,59,56ab28dc1f385d0003454757,2,2016-01-30 01:00:00,1
3716,60,56ab28dc1f385d0003454757,2,2016-01-30 20:42:22,1
3718,62,56ab28dc1f385d0003454757,2,2016-01-30 01:00:00,1
3719,63,56ab28dc1f385d0003454757,2,2016-01-30 01:00:00,1
3705,49,56ab28dc1f385d0003454757,3,2016-01-31 01:00:00,1
3706,50,56ab28dc1f385d0003454757,3,2016-01-31 01:00:00,1
3707,51,56ab28dc1f385d0003454757,3,2016-01-31 01:00:00,1
3708,52,56ab28dc1f385d0003454757,3,2016-01-31 01:00:00,1
3709,53,56ab28dc1f385d0003454757,3,2016-01-31 01:00:00,1
3710,54,56ab28dc1f385d0003454757,3,2016-01-31 01:00:00,1
3712,56,56ab28dc1f385d0003454757,3,2016-06-09 02:00:00,1
3714,58,56ab28dc1f385d0003454757,3,2016-05-27 02:00:00,1
3688,66,56ab28dc1f385d0003454757,4,2016-03-17 01:00:00,1
3691,70,56ab28dc1f385d0003454757,4,2016-03-21 01:00:00,1
3701,45,56ab28dc1f385d0003454757,4,2016-02-02 01:00:00,1
3702,46,56ab28dc1f385d0003454757,4,2016-02-02 01:00:00,1
3703,47,56ab28dc1f385d0003454757,4,2016-05-25 02:00:00,1
3704,48,56ab28dc1f385d0003454757,4,2016-06-09 02:00:00,1
3711,55,56ab28dc1f385d0003454757,4,2016-09-14 02:00:00,1
3699,43,56ab28dc1f385d0003454757,5,2016-05-24 02:00:00,1
3700,44,56ab28dc1f385d0003454757,5,2016-05-25 02:00:00,1
3697,41,56ab28dc1f385d0003454757,6,2016-05-24 20:03:01,1
3696,40,56ab28dc1f385d0003454757,8,2016-06-09 09:25:12,1
3698,42,56ab28dc1f385d0003454757,9,2016-05-27 02:00:00,1
3695,39,56ab28dc1f385d0003454757,10,2016-06-09 02:00:00,1
3693,72,56ab28dc1f385d0003454757,19,2016-09-27 02:00:00,0
3686,64,56ab28dc1f385d0003454757,21,2016-09-21 02:00:00,0
3668,3,56ae7b02f1ef260003e3072c,1,2016-02-02 01:00:00,1
3669,4,56ae7b02f1ef260003e3072c,1,2016-02-02 01:00:00,1
3672,7,56ae7b02f1ef260003e3072c,1,2016-01-31 01:00:00,1
3673,8,56ae7b02f1ef260003e3072c,1,2016-01-31 01:00:00,1
3674,9,56ae7b02f1ef260003e3072c,1,2016-01-31 01:00:00,1
3675,10,56ae7b02f1ef260003e3072c,1,2016-01-31 22:52:31,1
3676,11,56ae7b02f1ef260003e3072c,1,2016-02-02 01:00:00,1
3677,12,56ae7b02f1ef260003e3072c,1,2016-02-02 01:00:00,1
3678,13,56ae7b02f1ef260003e3072c,1,2016-02-02 14:33:07,1
3679,14,56ae7b02f1ef260003e3072c,1,2016-02-02 14:35:08,1
3680,15,56ae7b02f1ef260003e3072c,1,2016-02-02 14:39:17,1
3681,16,56ae7b02f1ef260003e3072c,1,2016-02-02 14:40:47,1
3682,17,56ae7b02f1ef260003e3072c,1,2016-02-02 01:00:00,1
3683,20,56ae7b02f1ef260003e3072c,1,2016-02-02 01:00:00,1
3684,21,56ae7b02f1ef260003e3072c,1,2016-02-02 01:00:00,1
3667,2,56ae7b02f1ef260003e3072c,2,2016-02-03 15:48:53,1
3670,5,56ae7b02f1ef260003e3072c,2,2016-02-02 01:00:00,1
3671,6,56ae7b02f1ef260003e3072c,2,2016-02-02 01:00:00,1
3666,1,56ae7b02f1ef260003e3072c,5,2016-10-04 13:01:28,1
3685,26,56ae7b02f1ef260003e3072c,16,2016-11-28 01:00:00,1
53,44,56aec740f1ef260003e307d6,1,2016-03-28 02:00:00,1
70,72,56aec740f1ef260003e307d6,1,2016-09-06 02:00:00,1
102,106,56aec740f1ef260003e307d6,1,2016-02-12 14:52:14,0
105,109,56aec740f1ef260003e307d6,1,2016-09-05 02:00:00,1
107,112,56aec740f1ef260003e307d6,1,2016-03-21 01:00:00,0
113,121,56aec740f1ef260003e307d6,1,2016-03-30 02:00:00,1
121,130,56aec740f1ef260003e307d6,1,2016-04-05 17:28:43,0
156,179,56aec740f1ef260003e307d6,1,2016-11-28 01:00:00,1
168,197,56aec740f1ef260003e307d6,1,2016-02-23 19:37:09,1
178,210,56aec740f1ef260003e307d6,1,2016-07-26 11:36:08,1
187,219,56aec740f1ef260003e307d6,1,2016-05-05 02:00:00,1
198,235,56aec740f1ef260003e307d6,1,2016-07-22 13:53:54,1
212,251,56aec740f1ef260003e307d6,1,2016-07-04 02:00:00,1
249,300,56aec740f1ef260003e307d6,1,2016-09-12 11:28:21,1
259,314,56aec740f1ef260003e307d6,1,2016-12-09 12:35:03,1
275,342,56aec740f1ef260003e307d6,1,2016-06-20 02:00:00,1
291,367,56aec740f1ef260003e307d6,1,2016-06-21 02:00:00,1
298,385,56aec740f1ef260003e307d6,1,2016-06-20 16:14:25,1
309,419,56aec740f1ef260003e307d6,1,2016-06-20 02:00:00,1
321,442,56aec740f1ef260003e307d6,1,2016-08-09 02:00:00,1
335,468,56aec740f1ef260003e307d6,1,2016-11-21 01:00:00,1
343,480,56aec740f1ef260003e307d6,1,2016-09-30 02:00:00,1
344,481,56aec740f1ef260003e307d6,1,2016-09-30 14:23:48,1
348,488,56aec740f1ef260003e307d6,1,2016-10-17 02:00:00,1
50,40,56aec740f1ef260003e307d6,2,2016-10-25 08:39:46,1
109,115,56aec740f1ef260003e307d6,2,2016-06-07 02:00:00,1
123,133,56aec740f1ef260003e307d6,2,2016-09-13 02:00:00,1
132,145,56aec740f1ef260003e307d6,2,2016-12-27 01:00:00,1
143,160,56aec740f1ef260003e307d6,2,2016-03-14 01:00:00,0
166,195,56aec740f1ef260003e307d6,2,2016-03-11 01:00:00,1
171,200,56aec740f1ef260003e307d6,2,2016-03-10 19:50:49,1
194,228,56aec740f1ef260003e307d6,2,2016-05-09 02:00:00,1
235,277,56aec740f1ef260003e307d6,2,2017-01-03 01:00:00,1
272,336,56aec740f1ef260003e307d6,2,2016-10-18 02:00:00,1
277,345,56aec740f1ef260003e307d6,2,2017-01-12 01:00:00,1
286,358,56aec740f1ef260003e307d6,2,2016-06-21 11:10:26,1
288,361,56aec740f1ef260003e307d6,2,2016-10-18 02:00:00,1
319,438,56aec740f1ef260003e307d6,2,2016-10-27 02:00:00,0
331,456,56aec740f1ef260003e307d6,2,2017-03-06 01:00:00,1
18,9,56aec740f1ef260003e307d6,3,2016-02-23 01:00:00,1
40,539,56aec740f1ef260003e307d6,3,2017-03-20 01:00:00,1
160,185,56aec740f1ef260003e307d6,3,2017-03-14 09:07:02,1
196,231,56aec740f1ef260003e307d6,3,2016-10-06 02:00:00,1
294,377,56aec740f1ef260003e307d6,3,2016-06-24 02:00:00,1
338,473,56aec740f1ef260003e307d6,3,2016-10-31 01:00:00,1
341,476,56aec740f1ef260003e307d6,3,2016-12-30 12:24:39,1
0,512,56aec740f1ef260003e307d6,4,2017-02-23 12:48:04,1
77,80,56aec740f1ef260003e307d6,4,2016-09-30 02:00:00,1
139,153,56aec740f1ef260003e307d6,4,2017-01-17 01:00:00,1
